,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
CSED3,CSED3,ON NM,CRUZEIRO EDU ON NM,Diversos,Serviços Educacionais,6.35,2022-01-25,5.65,16.06,5367560,2424570000,2493010000,2021-09-30,381822000,2840,167,833,134,051,324,-121,2.4%,513,857,-,022,379,50.2%,16.1%,4.7%,6.1%,8.0%,5.9%,231,081,038,4778410000,1109990000,1319390000,1178430000,68442100,1448400000,1805820000,290944000,85359000,436943000,72070000,13538000,,,,,,
CSMG3,CSMG3,ON,COPASA MG ON,Água e Saneamento,Água e Saneamento,12.58,2022-01-25,11.50,17.35,25066500,4783580000,7314250000,2021-09-30,380253000,645,072,378,083,038,613,-146,7.5%,376,577,8.2%,195,1750,40.7%,21.9%,12.8%,10.0%,11.5%,11.2%,139,060,045,12717100000,1458310000,2796670000,3988970000,2530660000,6654040000,5783360000,1267110000,742039000,1510470000,166623000,16369000,,,,,,
CSNA3,CSNA3,ON,CSN ON,Siderurgia e Metalurgia,Siderurgia,25.41,2022-01-25,19.68,50.03,291261000,35257000000,46494200000,2021-09-30,1387520000,234,175,180,074,046,309,-184,8.3%,208,237,23.6%,1087,1455,47.6%,41.5%,34.7%,25.8%,38.4%,74.7%,151,147,062,76072000000,18445700000,33609000000,29682900000,11237200000,20194800000,47345200000,19631700000,15084500000,10246200000,3542180000,1149540000,,,,,,
CSPC3,CSPC3,ON,COSIPA ON,,,1.24,2005-03-30,0.00,0.00,0,0,2831920000,2004-12-31,0,000,000,-,-,-,-,-,0.0%,143,143,41.2%,000,000,41.3%,38.6%,18.8%,27.1%,29.2%,45.3%,143,148,070,7302160000,324975000,2003470000,3156900000,2831920000,2126670000,5115170000,1975340000,964115000,1654490000,680417000,417010000,,,,,,
CSPC4,CSPC4,PN,COSIPA PN,,,1.20,2005-04-05,0.00,0.00,0,0,2831920000,2004-12-31,0,000,000,-,-,-,-,-,0.0%,143,143,41.2%,000,000,41.3%,38.6%,18.8%,27.1%,29.2%,45.3%,143,148,070,7302160000,324975000,2003470000,3156900000,2831920000,2126670000,5115170000,1975340000,964115000,1654490000,680417000,417010000,,,,,,
CSRN3,CSRN3,ON,COSERN ON,Energia Elétrica,Energia Elétrica,15.60,2022-01-19,12.73,25.16,11758,2621950000,4218950000,2021-09-30,168074000,539,177,406,075,051,-9364,-109,13.1%,548,653,14.3%,290,882,23.0%,18.4%,13.9%,12.6%,14.5%,32.8%,098,123,068,5125000000,225000000,1230000000,1822000000,1597000000,1483000000,3510100000,646500000,486700000,1062000000,204000000,139000000,,,,,,
CSRN5,CSRN5,PNA,COSERN PNA,Energia Elétrica,Energia Elétrica,15.25,2022-01-04,12.91,25.12,629,2563130000,4160130000,2021-09-30,168074000,527,173,396,073,050,-9154,-106,14.8%,540,643,14.3%,290,882,23.0%,18.4%,13.9%,12.6%,14.5%,32.8%,098,123,068,5125000000,225000000,1230000000,1822000000,1597000000,1483000000,3510100000,646500000,486700000,1062000000,204000000,139000000,,,,,,
CSRN6,CSRN6,PNB,COSERN PNB,Energia Elétrica,Energia Elétrica,16.10,2022-01-10,12.27,53.24,376,2705990000,4302990000,2021-09-30,168074000,556,182,419,077,053,-9664,-112,14.0%,558,666,14.3%,290,882,23.0%,18.4%,13.9%,12.6%,14.5%,32.8%,098,123,068,5125000000,225000000,1230000000,1822000000,1597000000,1483000000,3510100000,646500000,486700000,1062000000,204000000,139000000,,,,,,
CSTB3,CSTB3,ON,COMPANHIA SIDERÚRGICA DE TUBARÃO ON,,,150.00,2005-11-07,0.00,0.00,0,0,-,2005-09-30,0,000,000,-,-,-,-,-,0.0%,-,-,31.9%,000,000,45.4%,40.8%,29.0%,21.1%,22.4%,20.1%,260,014,052,11296400000,404435000,1937480000,1162560000,758130000,8420670000,5842730000,2386670000,1693390000,1047730000,290700000,173262000,,,,,,
CSTB4,CSTB4,PN,COMPANHIA SIDERÚRGICA DE TUBARÃO PN,,,147.69,2005-11-10,0.00,0.00,0,0,-,2005-09-30,0,000,000,-,-,-,-,-,0.0%,-,-,31.9%,000,000,45.4%,40.8%,29.0%,21.1%,22.4%,20.1%,260,014,052,11296400000,404435000,1937480000,1162560000,758130000,8420670000,5842730000,2386670000,1693390000,1047730000,290700000,173262000,,,,,,
CTIP3,CTIP3,ON NM,CETIP ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,49.50,2017-03-29,0.00,0.00,0,13017500000,13184100000,2017-03-31,262979000,3513,876,2115,825,377,-7128,-1432,0.0%,1826,2142,13.4%,141,565,83.6%,39.0%,23.5%,17.8%,24.6%,24.9%,085,067,046,3449510000,831778000,1054140000,998464000,166686000,1486250000,1578280000,615438000,370599000,343520000,14552000,-66790000,,,,,,
CTKA3,CTKA3,ON,KARSTEN ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,30.97,2021-12-29,22.50,32.50,270,192169000,698382000,2021-09-30,6205000,363,-131,396,039,032,097,-058,0.0%,1143,1439,12.0%,854,-2373,41.6%,9.7%,10.6%,8.1%,9.9%,-36.0%,192,-371,084,595949000,40429000,412482000,546642000,506213000,-147222000,498691000,48534000,53010000,142511000,12916000,18622000,,,,,,
CTKA4,CTKA4,PN,KARSTEN PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,10.15,2022-01-25,9.66,32.50,70819,62980800,569194000,2021-09-30,6205000,119,-043,130,013,011,032,-019,0.0%,931,1173,12.0%,854,-2373,41.6%,9.7%,10.6%,8.1%,9.9%,-36.0%,192,-371,084,595949000,40429000,412482000,546642000,506213000,-147222000,498691000,48534000,53010000,142511000,12916000,18622000,,,,,,
CTNM3,CTNM3,ON,COTEMINAS ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,8.27,2022-01-24,8.27,13.00,685,253360000,1443420000,2021-09-30,30636000,-433,031,126,011,006,086,-024,0.0%,458,715,-5.6%,-191,2632,30.9%,8.6%,-4.2%,4.6%,5.4%,-7.3%,119,185,054,4355940000,303198000,1876480000,1493260000,1190060000,806232000,2340640000,201854000,-58546000,587524000,45291000,3543000,,,,,,
CTNM4,CTNM4,PN,COTEMINAS PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,3.75,2022-01-25,3.41,7.70,33471,114885000,1304940000,2021-09-30,30636000,-196,014,057,005,003,039,-011,0.0%,414,646,-5.6%,-191,2632,30.9%,8.6%,-4.2%,4.6%,5.4%,-7.3%,119,185,054,4355940000,303198000,1876480000,1493260000,1190060000,806232000,2340640000,201854000,-58546000,587524000,45291000,3543000,,,,,,
CTPC3,CTPC3,ON,CTM CITRUS SA ON,Alimentos Processados,Alimentos Diversos,0.20,2012-01-04,0.00,0.00,0,2596200,2888200,2011-06-30,12981000,7636,108,-1686,-,010,-,-,0.0%,-1875,-1875,-6.1%,000,019,-,-,0.0%,-0.6%,-,1.4%,-,-,-,26880000,18000,650000,310000,292000,2411000,0,-154000,34000,0,104000,344000,,,,,,
CTPC4,CTPC4,PN,CTM CITRUS SA PN,Alimentos Processados,Alimentos Diversos,6.50,2007-06-22,0.00,0.00,0,84377,376376,2011-06-30,12981000,248,003,-055,-,000,-,-,0.0%,-244,-244,-6.1%,262,18573,-,-,0.0%,-0.6%,-,1.4%,-,-,-,26880000,18000,650000,310000,292000,2411000,0,-154000,34000,0,104000,344000,,,,,,
CTSA3,CTSA3,ON,SANTANENSE ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.84,2022-01-25,1.77,3.77,50883,204790000,395508000,2021-09-30,111299000,602,064,762,034,029,1116,-213,0.0%,1007,1472,8.2%,031,288,15.1%,4.4%,5.6%,3.8%,4.6%,10.6%,107,066,087,698125000,19586000,281348000,210304000,190718000,320486000,605430000,26872000,33992000,168043000,15080000,18714000,,,,,,
CTSA4,CTSA4,PN,SANTANENSE PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.25,2022-01-25,1.25,3.80,90564,139124000,329842000,2021-09-30,111299000,409,043,518,023,020,758,-144,0.0%,840,1227,8.2%,031,288,15.1%,4.4%,5.6%,3.8%,4.6%,10.6%,107,066,087,698125000,19586000,281348000,210304000,190718000,320486000,605430000,26872000,33992000,168043000,15080000,18714000,,,,,,
CTSA8,CTSA8,PND,SANTANENSE PND,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.00,2003-12-22,0.00,0.00,0,111299000,302017000,2021-09-30,111299000,327,035,414,018,016,607,-116,0.0%,769,1124,8.2%,031,288,15.1%,4.4%,5.6%,3.8%,4.6%,10.6%,107,066,087,698125000,19586000,281348000,210304000,190718000,320486000,605430000,26872000,33992000,168043000,15080000,18714000,,,,,,
CTWR3,CTWR3,ON,BLUE TREE HOTELS ON,,,100.00,2003-01-21,0.00,0.00,0,49900000,41818000,2007-09-30,499000,976,5677,-1064,032,114,379,-14217,0.0%,-891,-891,4.9%,1025,176,9.4%,-3.0%,3.3%,-10.7%,-21.9%,581.9%,145,552,360,43733000,12937000,42503000,4855000,-8082000,879000,157232000,-4691000,5115000,40920000,-642000,-1195000,,,,,,
CURY3,CURY3,ON NM,CURY S/A ON NM,Construção Civil,Incorporações,7.99,2022-01-25,5.72,10.67,6315770,2332080000,2167380000,2021-09-30,291875000,883,383,654,146,107,268,1124,7.1%,598,608,-,090,209,37.6%,22.4%,17.5%,16.4%,23.3%,43.4%,215,064,073,2177210000,554927000,1627510000,390224000,-164703000,608658000,1592330000,356550000,263969000,456449000,95900000,67405000,,,,,,
CVCB3,CVCB3,ON NM,CVC BRASIL ON NM,Viagens e Lazer,Viagens e Turismo,12.92,2022-01-25,11.09,28.65,140518000,2906160000,3129060000,2021-09-30,224935000,4857,559,-707,431,055,14176,-199,0.0%,-1284,-761,-15.1%,027,231,100.0%,-60.9%,7.7%,-7.8%,-10.4%,11.5%,101,191,013,5293040000,770702000,3311960000,993606000,222904000,519798000,674630000,-410994000,59839000,230374000,-43751000,-81049000,,,,,,
CXSE3,CXSE3,ON NM,CAIXA SEGURI ON NM,Previdência e Seguros,Seguradoras,8.08,2022-01-25,7.56,13.05,25740500,24240000000,23621400000,2021-09-30,3000000000,1344,224,-38844,-,222,3578,3583,3.0%,-37872,-37852,-,060,360,-,-,0.0%,-0.6%,-0.6%,16.7%,786,-,-,10911000000,618570000,776190000,0,-618570000,10811300000,0,-62404000,1803840000,0,-15966000,492136000,,,,,,
CYRE3,CYRE3,PN,CYRELA BRAZIL REALTY PN,Construção Civil,Incorporações,16.33,2022-01-25,13.17,27.52,116821000,6527800000,7720370000,2021-09-30,399743000,681,105,842,144,050,127,898,6.7%,941,996,15.0%,240,1551,34.5%,17.1%,22.9%,5.9%,7.2%,15.5%,341,055,034,13163000000,2210400000,7285660000,3402960000,1192560000,6198680000,4530720000,775022000,958037000,1288340000,229964000,237546000,,,,,,
CYRE4,CYRE4,PN,CYRELA BRAZIL REALTY PN,Construção Civil,Incorporações,8.50,2005-06-24,0.00,0.00,0,3397820000,4590380000,2021-09-30,399743000,355,055,438,075,026,066,467,0.0%,559,592,15.0%,240,1551,34.5%,17.1%,22.9%,5.9%,7.2%,15.5%,341,055,034,13163000000,2210400000,7285660000,3402960000,1192560000,6198680000,4530720000,775022000,958037000,1288340000,229964000,237546000,,,,,,
CZLT33,CZLT33,DR3,Cosan Ltd DR3,,,29.23,2018-07-10,0.00,0.00,0,7912190000,26181700000,2018-06-30,270687000,1124,139,310,053,014,187,-029,0.0%,403,1026,7.9%,260,2103,30.2%,17.0%,9.1%,4.7%,5.3%,12.4%,158,393,028,54691600000,4073040000,11507500000,22342600000,18269500000,5691680000,15046100000,2552610000,703674000,4074490000,677308000,22683000,,,,,,
CZRS3,CZRS3,ON N1,Cruzeiro Sul ON N1,Intermediários Financeiros,Bancos,0.00,1899-12-30,0.00,0.00,0,0,-,2012-03-31,136727000,000,000,-,-,-,-,-,0.0%,-,-,14.4%,000,000,-,-,0.0%,0.0%,-,3.3%,-,-,-,12092900000,,,,,1145670000,,,38314000,,,-57860000,0,0,0,0,0,0
CZRS4,CZRS4,PN,Cruzeiro Sul PN,Intermediários Financeiros,Bancos,2.49,2012-09-13,0.00,0.00,0,340450000,-,2012-03-31,136727000,889,030,-,-,-,-,-,0.0%,-,-,14.4%,028,838,-,-,0.0%,0.0%,-,3.3%,-,-,-,12092900000,,,,,1145670000,,,38314000,,,-57860000,0,0,0,0,0,0
DAGB33,DAGB33,DR3,DUFRY AG DR3,Comércio,Produtos Diversos,375.00,2018-10-15,0.00,0.00,0,20201900000,32929600000,2018-09-30,53871700,7175,160,1187,064,051,1524,-127,0.0%,3065,1935,32.1%,523,23384,59.8%,5.4%,1.7%,4.3%,5.0%,2.2%,117,118,080,39597300000,2166210000,9231570000,14894000000,12727800000,12597300000,31570500000,1701940000,281567000,10031700000,802334000,394090000,,,,,,
DASA3,DASA3,ON,DIAGNOSTICOS DA AMERICA SA ON,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,29.70,2022-01-25,28.41,180.59,8648630,16274500000,19434900000,2021-09-30,547963000,-44922,219,10324,163,089,1992,-309,1.0%,1842,12329,30.4%,-007,1354,31.0%,1.6%,-0.3%,0.9%,1.0%,-0.5%,117,072,054,18386200000,2211540000,5673840000,5371960000,3160430000,7418660000,9972760000,157633000,-36228000,2763770000,253383000,73602000,,,,,,
DAYC3,DAYC3,ON N1,Daycoval ON N1,Intermediários Financeiros,Bancos,0.00,1899-12-30,0.00,0.00,0,0,-,2017-12-31,241464000,000,000,-,-,-,-,-,0.0%,-,-,8.1%,000,000,-,-,0.0%,0.0%,-,17.3%,-,-,-,24231000000,,,,,3009030000,,,521474000,,,129961000,0,0,0,0,0,0
DAYC4,DAYC4,PN N1,Daycoval PN N1,Intermediários Financeiros,Bancos,8.90,2016-08-23,0.00,0.00,0,2149030000,-,2017-12-31,241464000,412,071,-,-,-,-,-,0.0%,-,-,8.1%,216,1246,-,-,0.0%,0.0%,-,17.3%,-,-,-,24231000000,,,,,3009030000,,,521474000,,,129961000,0,0,0,0,0,0
DESK3,DESK3,ON NM,DESKTOPSIGMA ON NM,Telecomunicações,Telecomunicações,15.68,2022-01-25,13.51,26.45,6192770,1363670000,1161740000,2021-09-30,86968700,000,157,-,-,095,269,1252,0.0%,-,-,-,000,999,-,-,-,0.0%,-,-,414,045,-,1437660000,591856000,669084000,389931000,-201925000,868497000,0,0,0,94313000,20989000,9558000,,,,,,
DEXP3,DEXP3,ON,DEXXOS PAR ON,Químicos,Petroquímicos,9.40,2022-01-25,6.49,17.30,4624340,883732000,1034650000,2021-09-30,94014000,449,194,496,059,074,293,20551,3.0%,507,580,31.3%,210,486,22.1%,11.9%,15.6%,15.0%,17.5%,43.1%,188,046,126,1190090000,59666000,644638000,210583000,150917000,456531000,1493930000,178251000,196992000,453562000,67389000,68083000,,,,,,
DEXP4,DEXP4,PN,DEXXOS PAR PN,Químicos,Petroquímicos,7.65,2022-01-25,7.01,15.37,62109,719207000,870124000,2021-09-30,94014000,365,158,403,048,060,239,16725,0.0%,426,488,31.3%,210,486,22.1%,11.9%,15.6%,15.0%,17.5%,43.1%,188,046,126,1190090000,59666000,644638000,210583000,150917000,456531000,1493930000,178251000,196992000,453562000,67389000,68083000,,,,,,
DFVA3,DFVA3,ON,D F VASCONCELLOS S/A O.M.A.P. ON,,,9.90,2007-02-02,0.00,0.00,0,71002800,74018800,2006-12-31,7172000,-3138,6069,-5591,433,536,2910,-3147,0.0%,-5828,-5828,3.4%,-032,016,39.6%,-7.7%,-13.8%,-9.6%,-10.4%,-193.4%,133,284,124,13235000,305000,9809000,3321000,3016000,1170000,16409000,-1270000,-2263000,4865000,-645000,-937000,,,,,,
DFVA4,DFVA4,PN,D F VASCONCELLOS S/A O.M.A.P. PN,,,8.00,2007-02-14,0.00,0.00,0,57376000,60392000,2006-12-31,7172000,-2535,4904,-4518,350,434,2351,-2543,0.0%,-4755,-4755,3.4%,-032,016,39.6%,-7.7%,-13.8%,-9.6%,-10.4%,-193.4%,133,284,124,13235000,305000,9809000,3321000,3016000,1170000,16409000,-1270000,-2263000,4865000,-645000,-937000,,,,,,
DHBI3,DHBI3,ON,DHB ON,Material de Transporte,Material Rodoviário,19.00,2014-07-24,0.00,0.00,0,79743000,531857000,2014-09-30,4197000,-083,-017,-368,087,034,-016,-013,0.0%,-5955,-2458,-23.6%,-2286,-10873,15.2%,-23.6%,-154.8%,-9.3%,-10.5%,21.0%,012,-099,039,232636000,333000,68414000,452447000,452114000,-456340000,91787000,-21640000,-95947000,20114000,-4814000,-18657000,,,,,,
DHBI4,DHBI4,PN,DHB PN,Material de Transporte,Material Rodoviário,1.01,2015-12-30,0.00,0.00,0,4238970,456353000,2014-09-30,4197000,-004,-001,-020,005,002,-001,-001,0.0%,-5110,-2109,-23.6%,-2286,-10873,15.2%,-23.6%,-154.8%,-9.3%,-10.5%,21.0%,012,-099,039,232636000,333000,68414000,452447000,452114000,-456340000,91787000,-21640000,-95947000,20114000,-4814000,-18657000,,,,,,
DIRR3,DIRR3,ON NM,Direcional Engenharia ON NM,Construção Civil,Incorporações,12.54,2022-01-25,9.54,15.02,21670800,1881000000,2183450000,2021-09-30,150000000,1209,155,605,110,034,095,-114,5.6%,606,702,20.5%,104,810,36.3%,18.1%,11.7%,5.6%,6.9%,12.8%,468,102,031,5520930000,934763000,2521400000,1237210000,302449000,1214780000,1714720000,311030000,155552000,453362000,78880000,47184000,,,,,,
DJON4,DJON4,PN,DIJON S/A PN,,,0.18,2006-06-13,0.00,0.00,0,588780,820780,2003-12-31,3271000000,-170,022,-142,-096,017,-129,-085,0.0%,-198,-198,45.2%,-011,083,100.0%,67.4%,56.3%,-11.7%,-12.0%,-12.8%,024,009,-017,3545000,7000,147000,239000,232000,2702000,-616000,-415000,-347000,0,-255000,-253000,,,,,,
DMMO3,DMMO3,ON,DOMMO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",0.73,2022-01-25,0.44,1.10,4555190,372070000,357620000,2021-09-30,509685000,276,-054,687,235,171,-309,-045,0.0%,451,660,-19.0%,026,-136,54.9%,34.2%,85.0%,24.9%,38.4%,-19.5%,041,-000,073,217615000,14648000,84439000,198000,-14450000,-690833000,158487000,54158000,134639000,54928000,21309000,-74677000,,,,,,
DMVF3,DMVF3,ON NM,D1000VFARMA ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,3.99,2022-01-25,3.78,11.91,381820,201906000,147210000,2021-09-30,50603000,4029,025,245,019,014,300,-087,0.0%,086,178,-,010,1627,32.8%,7.6%,0.5%,5.6%,7.0%,0.6%,120,008,074,1463500000,116941000,409288000,62245000,-54696000,823207000,1084960000,82507000,5011000,311002000,16202000,-1558000,,,,,,
DOCA3,DOCA3,ON,DOCAS S.A. ON,,,11.00,2014-01-31,0.00,0.00,0,12749500,332637000,2014-03-31,1159040,-040,-003,-026,-306,003,-032,-002,0.0%,-676,-686,-38.8%,-2775,-33676,-11.3%,1165.9%,636.2%,-11.5%,-12.5%,8.2%,061,-082,-001,422365000,783000,62931000,320671000,319888000,-390317000,-4161000,-48514000,-32168000,211000,-12694000,2930000,,,,,,
DOCA4,DOCA4,PN,DOCAS S.A. PN,,,5.00,2014-03-31,0.00,0.00,0,5795220,325683000,2014-03-31,1159040,-018,-001,-012,-139,001,-015,-001,0.0%,-662,-671,-38.8%,-2775,-33676,-11.3%,1165.9%,636.2%,-11.5%,-12.5%,8.2%,061,-082,-001,422365000,783000,62931000,320671000,319888000,-390317000,-4161000,-48514000,-32168000,211000,-12694000,2930000,,,,,,
DOHL3,DOHL3,ON,DOHLER ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,19.00,2021-12-08,17.51,37.26,351,1437260000,1434290000,2021-09-30,75645000,1058,205,1492,209,156,372,525,1.0%,1295,1488,8.8%,180,928,32.7%,14.0%,19.8%,10.4%,11.4%,19.3%,453,007,074,923706000,50585000,495293000,47621000,-2964000,702237000,686274000,96363000,135866000,194932000,28737000,28598000,,,,,,
DOHL4,DOHL4,PN,DOHLER PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,5.84,2022-01-25,4.80,7.16,28003,441767000,438803000,2021-09-30,75645000,325,063,458,064,048,114,161,3.5%,396,455,8.8%,180,928,32.7%,14.0%,19.8%,10.4%,11.4%,19.3%,453,007,074,923706000,50585000,495293000,47621000,-2964000,702237000,686274000,96363000,135866000,194932000,28737000,28598000,,,,,,
DOTZ3,DOTZ3,ON NM,DOTZ SA ON NM,Diversos,Programas de Fidelização,2.83,2022-01-25,2.40,17.15,366653,373753000,95002500,2021-09-30,132068000,000,-720,-,-,093,1337,-334,0.0%,-,-,-,000,-039,-,-,-,0.0%,-,-,109,-051,-,401944000,305271000,341966000,26520000,-278751000,-51891000,0,0,0,28658000,-22742000,-24073000,,,,,,
DPPI3,DPPI3,ON,IPIRANGA DISTRIBUIDORA ON,,,85.00,2007-11-08,0.00,0.00,0,2720000000,2526860000,2008-03-31,32000000,1665,499,19072,-145,375,870,975,0.0%,17718,17718,15.1%,511,1704,1.9%,-0.8%,-5.0%,2.0%,3.0%,30.0%,314,006,-258,724746000,228311000,458565000,35173000,-193138000,545227000,-1872210000,14262000,163408000,851841000,27253000,22763000,,,,,,
DPPI4,DPPI4,PN,IPIRANGA DISTRIBUIDORA PN,,,38.90,2008-01-22,0.00,0.00,0,1244800000,1051660000,2008-03-31,32000000,762,228,8728,-066,172,398,446,0.0%,7374,7374,15.1%,511,1704,1.9%,-0.8%,-5.0%,2.0%,3.0%,30.0%,314,006,-258,724746000,228311000,458565000,35173000,-193138000,545227000,-1872210000,14262000,163408000,851841000,27253000,22763000,,,,,,
DSUL3,DSUL3,ON NM,DATASUL ON NM,Programas e Serviços,Programas e Serviços,7.95,2008-09-23,0.00,0.00,0,230351000,123993000,2008-06-30,28975000,565,097,237,088,072,193,270,0.0%,127,127,36.7%,141,816,56.8%,37.1%,16.0%,30.5%,48.9%,17.2%,350,001,082,319602000,108911000,166998000,2553000,-106358000,236447000,262182000,97340000,40784000,75034000,29279000,11245000,,,,,,
DTCY3,DTCY3,ON,DTCOM ON,Serviços Diversos,Serviços Diversos,7.55,2022-01-20,7.07,12.10,952,84039000,83615000,2021-09-30,11131000,-1901,5401,-3594,776,447,-3095,-806,0.0%,4471,-3576,-8.5%,-040,014,24.9%,-21.6%,-40.8%,-12.4%,-14.3%,-284.1%,072,121,058,18799000,2303000,6814000,1879000,-424000,1556000,10823000,-2338000,-4421000,2418000,-641000,-979000,,,,,,
DUFB11,DUFB11,DR3,DUFRY SOUTH AMERICA LTD. DR3,Comércio,Produtos Diversos,0.00,,0.00,0.00,0,0,-,2022-01-26,6954000,000,000,-,-,-,-,-,0.0%,-,-,-,000,000,-,-,-,0.0%,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
DUQE3,DUQE3,ON,METALURGICA DUQUE SA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,28.00,2011-07-11,0.00,0.00,0,78848000,129087000,2014-09-30,2816000,-158,-1129,-165,1210,043,-074,-057,0.0%,-298,-270,-42.7%,-1776,-248,-590.8%,-732.9%,-767.6%,-25.9%,-28.2%,715.7%,033,-719,004,184131000,28000,52437000,50267000,50239000,-6987000,6515000,-47750000,-50009000,17000,-18284000,-19727000,,,,,,
DUQE4,DUQE4,PN,METALURGICA DUQUE SA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,2.95,2014-12-19,0.00,0.00,0,8307200,58546200,2014-09-30,2816000,-017,-119,-017,128,005,-008,-006,0.0%,-135,-123,-42.7%,-1776,-248,-590.8%,-732.9%,-767.6%,-25.9%,-28.2%,715.7%,033,-719,004,184131000,28000,52437000,50267000,50239000,-6987000,6515000,-47750000,-50009000,17000,-18284000,-19727000,,,,,,
DURA3,DURA3,ON,DURATEX ON,Madeira e Papel,Madeira,31.90,2009-10-07,0.00,0.00,0,4041570000,4571940000,2009-06-30,126695000,1662,226,1029,222,124,1752,-1066,0.0%,1164,1164,10.9%,192,1413,38.7%,21.6%,13.4%,12.1%,14.4%,13.6%,127,052,056,3249020000,400066000,1077800000,930438000,530372000,1789980000,1822360000,392932000,243237000,413279000,82647000,44969000,,,,,,
DURA4,DURA4,PN,DURATEX PN,Madeira e Papel,Madeira,31.39,2009-10-07,0.00,0.00,0,3976960000,4507330000,2009-06-30,126695000,1635,222,1012,218,122,1724,-1049,0.0%,1147,1147,10.9%,192,1413,38.7%,21.6%,13.4%,12.1%,14.4%,13.6%,127,052,056,3249020000,400066000,1077800000,930438000,530372000,1789980000,1822360000,392932000,243237000,413279000,82647000,44969000,,,,,,
DXCO3,DXCO3,ON,DEXCO ON,Madeira e Papel,Madeira,13.70,2022-01-25,13.28,20.38,51695300,10425200000,12130600000,2021-09-30,760963000,721,173,688,133,084,552,-553,11.4%,545,801,16.4%,190,790,34.5%,19.4%,18.5%,12.1%,15.4%,24.0%,170,052,063,12470900000,1406020000,4571760000,3111390000,1705360000,6013800000,7812960000,1514450000,1446010000,2177150000,429083000,255266000,,,,,,
DXTG4,DXTG4,PN,DIXIE TOGA PN,,,3.68,2011-07-21,0.00,0.00,0,1011300000,1022480000,2011-03-31,274810000,1302,132,626,068,069,244,748,0.0%,633,633,8.3%,028,280,20.6%,10.8%,6.6%,11.0%,12.3%,10.1%,277,004,102,1467420000,18147000,646856000,29323000,11176000,768999000,1497920000,161465000,77664000,379911000,44188000,19209000,,,,,,
EALT3,EALT3,ON,ELECTRO AÇO ALTONA S/A ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,10.10,2022-01-24,9.20,19.67,2472,227250000,319142000,2021-09-30,22500000,770,117,661,067,047,628,-330,11.4%,691,928,19.0%,131,864,24.4%,10.2%,8.7%,7.2%,8.1%,15.2%,120,061,070,481008000,25871000,217605000,117763000,91892000,194506000,338330000,34405000,29510000,115198000,15454000,12281000,,,,,,
EALT4,EALT4,PN,ELECTRO AÇO ALTONA S/A PN,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.63,2022-01-25,3.93,7.27,270096,149175000,241067000,2021-09-30,22500000,506,077,434,044,031,413,-217,19.0%,522,701,19.0%,131,864,24.4%,10.2%,8.7%,7.2%,8.1%,15.2%,120,061,070,481008000,25871000,217605000,117763000,91892000,194506000,338330000,34405000,29510000,115198000,15454000,12281000,,,,,,
EBCO3,EBCO3,ON,EMBRACO ON,,,1.05,2006-06-13,0.00,0.00,0,697963000,677868000,2005-12-31,664727000,1203,084,894,035,037,5272,-1502,0.0%,868,868,6.1%,009,125,13.4%,3.9%,2.9%,4.1%,5.0%,7.0%,101,002,106,1894900000,34587000,988572000,14492000,-20095000,828097000,2014600000,78067000,57995000,1072960000,34657000,20512000,,,,,,
